value,msa,gender,age,race
77553,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,20-24,TWO OR MORE RACES
101701,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,10-14,TWO OR MORE RACES
53418,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,15-17,TWO OR MORE RACES
74532,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,65-74,TWO OR MORE RACES
31373,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,75-84,TWO OR MORE RACES
156545,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,45-54,TWO OR MORE RACES
131123,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,55-64,TWO OR MORE RACES
109163,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Under 5,TWO OR MORE RACES
94242,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,5-9,TWO OR MORE RACES
11811,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,85 and over,TWO OR MORE RACES
1287715,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,,TWO OR MORE RACES
91531,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,30-34,TWO OR MORE RACES
173022,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,35-44,TWO OR MORE RACES
1219697,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,,TWO OR MORE RACES
102534,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Under 5,TWO OR MORE RACES
2507412,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,,TWO OR MORE RACES
55283,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,15-17,TWO OR MORE RACES
27634,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,18 and 19,TWO OR MORE RACES
99868,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,5-9,TWO OR MORE RACES
103823,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,10-14,TWO OR MORE RACES
78094,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,20-24,TWO OR MORE RACES
82524,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,25-29,TWO OR MORE RACES
807,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Under 18,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
3822,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,18-64,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
319,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,65 and over,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
4625,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
9573,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
4948,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1350,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Under 18,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
2244,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,18-64,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1031,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,65 and over,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
51893,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,75-84,TWO OR MORE RACES
21113,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,85 and over,TWO OR MORE RACES
173392,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,35-44,TWO OR MORE RACES
158598,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,45-54,TWO OR MORE RACES
89588,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,25-29,TWO OR MORE RACES
87409,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,30-34,TWO OR MORE RACES
140990,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,55-64,TWO OR MORE RACES
96273,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,65-74,TWO OR MORE RACES
2521828,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,,HISPANIC OR LATINO
222096,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,65 and over,HISPANIC OR LATINO
1579175,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,18-64,HISPANIC OR LATINO
669942,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Under 18,HISPANIC OR LATINO
312636,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,65 and over,HISPANIC OR LATINO
1567120,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,18-64,HISPANIC OR LATINO
642072,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Under 18,HISPANIC OR LATINO
2471213,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,,HISPANIC OR LATINO
4993041,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,,HISPANIC OR LATINO
40234,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,18 and 19,BLACK OR AFRICAN AMERICAN ALONE
96273,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,20-24,BLACK OR AFRICAN AMERICAN ALONE
94516,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,10-14,BLACK OR AFRICAN AMERICAN ALONE
61347,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,15-17,BLACK OR AFRICAN AMERICAN ALONE
86778,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Under 5,BLACK OR AFRICAN AMERICAN ALONE
94165,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,5-9,BLACK OR AFRICAN AMERICAN ALONE
3101923,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,,BLACK OR AFRICAN AMERICAN ALONE
1443678,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,,BLACK OR AFRICAN AMERICAN ALONE
116431,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,25-29,BLACK OR AFRICAN AMERICAN ALONE
8638367,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,,"WHITE ALONE, NOT HISPANIC OR LATINO"
4249324,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,,"WHITE ALONE, NOT HISPANIC OR LATINO"
207576,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Under 5,"WHITE ALONE, NOT HISPANIC OR LATINO"
211564,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,5-9,"WHITE ALONE, NOT HISPANIC OR LATINO"
235099,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,10-14,"WHITE ALONE, NOT HISPANIC OR LATINO"
149424,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,15-17,"WHITE ALONE, NOT HISPANIC OR LATINO"
89585,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,18 and 19,"WHITE ALONE, NOT HISPANIC OR LATINO"
231567,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,20-24,"WHITE ALONE, NOT HISPANIC OR LATINO"
274570,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,25-29,"WHITE ALONE, NOT HISPANIC OR LATINO"
283620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,30-34,"WHITE ALONE, NOT HISPANIC OR LATINO"
518355,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,35-44,"WHITE ALONE, NOT HISPANIC OR LATINO"
545587,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,45-54,"WHITE ALONE, NOT HISPANIC OR LATINO"
653232,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,55-64,"WHITE ALONE, NOT HISPANIC OR LATINO"
511230,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,65-74,"WHITE ALONE, NOT HISPANIC OR LATINO"
244720,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,75-84,"WHITE ALONE, NOT HISPANIC OR LATINO"
93195,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,85 and over,"WHITE ALONE, NOT HISPANIC OR LATINO"
4389043,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,,"WHITE ALONE, NOT HISPANIC OR LATINO"
197617,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Under 5,"WHITE ALONE, NOT HISPANIC OR LATINO"
198048,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,5-9,"WHITE ALONE, NOT HISPANIC OR LATINO"
223903,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,10-14,"WHITE ALONE, NOT HISPANIC OR LATINO"
139355,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,15-17,"WHITE ALONE, NOT HISPANIC OR LATINO"
86138,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,18 and 19,"WHITE ALONE, NOT HISPANIC OR LATINO"
232453,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,20-24,"WHITE ALONE, NOT HISPANIC OR LATINO"
278124,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,25-29,"WHITE ALONE, NOT HISPANIC OR LATINO"
279330,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,30-34,"WHITE ALONE, NOT HISPANIC OR LATINO"
505420,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,35-44,"WHITE ALONE, NOT HISPANIC OR LATINO"
535274,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,45-54,"WHITE ALONE, NOT HISPANIC OR LATINO"
652336,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,55-64,"WHITE ALONE, NOT HISPANIC OR LATINO"
564987,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,65-74,"WHITE ALONE, NOT HISPANIC OR LATINO"
325083,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,75-84,"WHITE ALONE, NOT HISPANIC OR LATINO"
170975,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,85 and over,"WHITE ALONE, NOT HISPANIC OR LATINO"
2576608,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,,SOME OTHER RACE ALONE
849179,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,18-64,SOME OTHER RACE ALONE
106557,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,65 and over,SOME OTHER RACE ALONE
1295945,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,,SOME OTHER RACE ALONE
340209,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Under 18,SOME OTHER RACE ALONE
819347,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,18-64,SOME OTHER RACE ALONE
146852,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,65 and over,SOME OTHER RACE ALONE
1280663,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,,SOME OTHER RACE ALONE
314464,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Under 18,SOME OTHER RACE ALONE
1093291,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,65 and over,WHITE ALONE
831084,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Under 18,WHITE ALONE
2733230,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,18-64,WHITE ALONE
873262,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,65 and over,WHITE ALONE
4657605,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,,WHITE ALONE
875177,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Under 18,WHITE ALONE
2742804,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,18-64,WHITE ALONE
9148848,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,,WHITE ALONE
4491243,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,,WHITE ALONE
4328,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,20-24,AMERICAN INDIAN AND ALASKA NATIVE ALONE
3902,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,25-29,AMERICAN INDIAN AND ALASKA NATIVE ALONE
3717,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,5-9,AMERICAN INDIAN AND ALASKA NATIVE ALONE
4921,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,10-14,AMERICAN INDIAN AND ALASKA NATIVE ALONE
2516,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,15-17,AMERICAN INDIAN AND ALASKA NATIVE ALONE
2533,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,18 and 19,AMERICAN INDIAN AND ALASKA NATIVE ALONE
117814,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
60962,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
3617,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Under 5,AMERICAN INDIAN AND ALASKA NATIVE ALONE
5105,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,55-64,AMERICAN INDIAN AND ALASKA NATIVE ALONE
2694,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,65-74,AMERICAN INDIAN AND ALASKA NATIVE ALONE
3990,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,25-29,AMERICAN INDIAN AND ALASKA NATIVE ALONE
4697,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,30-34,AMERICAN INDIAN AND ALASKA NATIVE ALONE
8832,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,35-44,AMERICAN INDIAN AND ALASKA NATIVE ALONE
8661,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,45-54,AMERICAN INDIAN AND ALASKA NATIVE ALONE
4690,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,10-14,AMERICAN INDIAN AND ALASKA NATIVE ALONE
2759,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,15-17,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1575,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,18 and 19,AMERICAN INDIAN AND ALASKA NATIVE ALONE
4050,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,20-24,AMERICAN INDIAN AND ALASKA NATIVE ALONE
128,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,85 and over,AMERICAN INDIAN AND ALASKA NATIVE ALONE
56852,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
3621,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Under 5,AMERICAN INDIAN AND ALASKA NATIVE ALONE
4359,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,5-9,AMERICAN INDIAN AND ALASKA NATIVE ALONE
10114,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,45-54,AMERICAN INDIAN AND ALASKA NATIVE ALONE
5532,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,55-64,AMERICAN INDIAN AND ALASKA NATIVE ALONE
2100,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,65-74,AMERICAN INDIAN AND ALASKA NATIVE ALONE
470,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,75-84,AMERICAN INDIAN AND ALASKA NATIVE ALONE
6091,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,30-34,AMERICAN INDIAN AND ALASKA NATIVE ALONE
10993,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,35-44,AMERICAN INDIAN AND ALASKA NATIVE ALONE
262,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,85 and over,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1557,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,75-84,AMERICAN INDIAN AND ALASKA NATIVE ALONE
4513,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,65 and over,AMERICAN INDIAN AND ALASKA NATIVE ALONE
43493,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,18-64,AMERICAN INDIAN AND ALASKA NATIVE ALONE
14771,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Under 18,AMERICAN INDIAN AND ALASKA NATIVE ALONE
2698,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,65 and over,AMERICAN INDIAN AND ALASKA NATIVE ALONE
36910,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,18-64,AMERICAN INDIAN AND ALASKA NATIVE ALONE
15429,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Under 18,AMERICAN INDIAN AND ALASKA NATIVE ALONE
60472,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,20-24,ASIAN ALONE
23832,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,18 and 19,ASIAN ALONE
79326,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,25-29,ASIAN ALONE
1118453,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,,ASIAN ALONE
2306280,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,,ASIAN ALONE
66664,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,5-9,ASIAN ALONE
64428,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Under 5,ASIAN ALONE
37570,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,15-17,ASIAN ALONE
65458,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,10-14,ASIAN ALONE
282709,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,65 and over,BLACK OR AFRICAN AMERICAN ALONE
1048395,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,18-64,BLACK OR AFRICAN AMERICAN ALONE
327141,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Under 18,BLACK OR AFRICAN AMERICAN ALONE
177531,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,65 and over,BLACK OR AFRICAN AMERICAN ALONE
929341,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,18-64,BLACK OR AFRICAN AMERICAN ALONE
336806,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Under 18,BLACK OR AFRICAN AMERICAN ALONE
17737,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,85 and over,ASIAN ALONE
53512,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,75-84,ASIAN ALONE
92339,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,30-34,ASIAN ALONE
59214,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,5-9,ASIAN ALONE
156271,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,45-54,ASIAN ALONE
178212,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,35-44,ASIAN ALONE
98696,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,65-74,ASIAN ALONE
139266,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,55-64,ASIAN ALONE
13761,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,85 and over,ASIAN ALONE
42158,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,75-84,ASIAN ALONE
56347,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Under 5,ASIAN ALONE
1187827,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,,ASIAN ALONE
23866,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,18 and 19,ASIAN ALONE
34694,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,15-17,ASIAN ALONE
62049,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,10-14,ASIAN ALONE
87651,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,25-29,ASIAN ALONE
63767,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,20-24,ASIAN ALONE
195093,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,35-44,ASIAN ALONE
100792,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,30-34,ASIAN ALONE
150007,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,55-64,ASIAN ALONE
174059,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,45-54,ASIAN ALONE
109039,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,65-74,ASIAN ALONE
117716,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,65 and over,TWO OR MORE RACES
358524,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Under 18,TWO OR MORE RACES
759912,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,18-64,TWO OR MORE RACES
169279,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,65 and over,TWO OR MORE RACES
361508,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Under 18,TWO OR MORE RACES
740473,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,18-64,TWO OR MORE RACES
324627,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,45-54,HISPANIC OR LATINO
359441,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,35-44,HISPANIC OR LATINO
180103,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,65-74,HISPANIC OR LATINO
279649,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,55-64,HISPANIC OR LATINO
168236,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,20-24,HISPANIC OR LATINO
65699,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,18 and 19,HISPANIC OR LATINO
185720,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,30-34,HISPANIC OR LATINO
183748,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,25-29,HISPANIC OR LATINO
105735,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,15-17,HISPANIC OR LATINO
185973,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,10-14,HISPANIC OR LATINO
37038,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,85 and over,HISPANIC OR LATINO
95495,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,75-84,HISPANIC OR LATINO
183004,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Under 5,HISPANIC OR LATINO
197673,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,10-14,HISPANIC OR LATINO
179046,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,5-9,HISPANIC OR LATINO
69771,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,18 and 19,HISPANIC OR LATINO
110219,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,15-17,HISPANIC OR LATINO
182884,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,25-29,HISPANIC OR LATINO
169602,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,20-24,HISPANIC OR LATINO
61744,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,75-84,HISPANIC OR LATINO
141274,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,65-74,HISPANIC OR LATINO
19078,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,85 and over,HISPANIC OR LATINO
379253,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,35-44,HISPANIC OR LATINO
197809,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,30-34,HISPANIC OR LATINO
255154,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,55-64,HISPANIC OR LATINO
324702,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,45-54,HISPANIC OR LATINO
175443,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,5-9,HISPANIC OR LATINO
174921,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Under 5,HISPANIC OR LATINO
230164,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Under 5,WHITE ALONE
227943,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,5-9,WHITE ALONE
254791,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,10-14,WHITE ALONE
162279,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,15-17,WHITE ALONE
